"id","name","type","description","img","iconx","icony"
"2478","Colgate-Palmolive","32",,"1","28","6"
"2479","Colgate","68",,"1","31","8"
"2480","Palmolive","118",,"1","26","9"
"2481","Protex","118",,"1","31","9"
"2482","Sanex","244",,"1","34","9"
"2483","Softsoap","68",,"1","34","10"
"2484","Hill's Pet Nutrition","93",,"1","36","10"
"2485","Sorriso Toothpaste","68",,"1","34","11"
"2486","Speed Stick","192",,"1","22","12"
"2487","Suavitel","235",,"1","24","12"
"2488","Murphy Oil Soap","118",,"1","25","12"
"2489","Meridol","68",,"1","34","12"
"2490","Irish Spring","68",,"1","22","13"
"2491","Tom's of Maine","68",,"1","23","13"
"2492","Tahiti Shower Gels","68",,"1","28","13"
"2493","AJAX","118",,"1","33","13"
"2494","Fleecy","235",,"1","4","14"
"2495","Axion","118",,"1","18","14"
"2496","Sta-Soft","235",,"1","23","14"
"2497","elmex","68",,"1","37","15"
"2498","Fabuloso","118",,"1","7","16"
"2499","hello Toothpaste","68",,"1","5","17"
"2500","PCA Skin","244",,"1","6","17"
"2501","Filorga","244",,"1","29","17"
"2502","EltaMD","244",,"1","34","17"
"2503","Otsuka Holdings Co.","123",,"1","15","18"
"2504","Crystal Geyser","20",,"1","21","18"
"2505","Daiya Foods","70",,"1","2","19"
"2506","Pharmavite","133",,"1","4","19"
